PMID:16190215	Tsapakis M, Stephanou EG	Environ Sci Technol. 39(17):6584-90	2005	Polycyclic aromatic hydrocarbons in the atmosphere of the eastern Mediterranean. 	"Atmospheric processes governing the fate of the polycyclic aromatic hydrocarbons (PAHs) in the atmosphere of the Eastern Mediterranean were studied for a two-year period (2000-2001). Atmospheric samples were collected off-shore over the Eastern Mediterranean Sea as well as at a background station in Northeastern Crete, Greece. PAH total concentration varied from 4.1 to 57.2 ng m(-3), with &gt;90% in the gas phase. Gas-to-particle distribution of PAHs was correlated (R2 0.75-0.98, p &lt; 0.001) with their subcooled vapor pressure. Seasonal changes in the total concentration of PAHs were not observed, while the origin of air mass was the dominant factor determining their atmospheric concentration levels. Air masses, originating from central and eastern Europe, were associated with the highest PAH concentrations. Gas-to-particle distribution of sigmaPAHs correlated well (R2 0.75-0.98, p &lt; 0.001) with their subcooled vapor pressure. Tropospheric ozone concentration correlated with the vapor-phase PAH concentration (p &lt; 0.001) but less (p &lt; 0.01) with the particulate PAH concentration. Distribution of volatile PAHs over the Eastern Mediterranean basin was uniform. Conversely, particulate PAH concentrations were higher at sampling sites located close to urban centers. Calculated relative removal rates of PAHs associated with particles were significantly higher than those of volatile members."
PMID:16207528	Gidarakos E, Havas G, Ntzamilis P	Waste Manag. 26(6):668-79	2006	Municipal solid waste composition determination supporting the integrated solid waste management system in the island of Crete. 	A one-year survey was conducted in the greater region of Crete (located at the lower region of the Aegean Sea) for the purpose of identifying waste composition (including chemical and physical characterization), as well as any seasonal variation. The investigation was carried out repeatedly at seven landfills and one transfer station in Crete, in four phases. Each sampling phase corresponded to a season (autumn, winter, spring, summer). ASTM D5231-92(2003) standard method and RCRA Waste Sampling Draft Technical Guidance were used. Hand sorting was used for classifying the collected wastes into the following categories: plastics, paper, metals, aluminium, leather-wood-textiles-rubbers, organic wastes, non-combustibles and miscellaneous. Further analysis included proximate and ultimate analysis of combustible materials. Metals such as lead, cadmium and mercury were also investigated. The results show that there has been a significant decrease of organic wastes during the last decade due to the increase of packaging materials, as a result of a change in consumption patterns. Three main waste categories were determined: organic wastes, paper and plastics, which combined represent 76% of the total waste in Crete. Furthermore, a high fraction of glass and a seasonal variation of aluminium indicate a strong correlation of waste composition with certain human activities, such as tourism. There is also a variation between the municipal solid waste (MSW) composition in the region of Crete (2003-2004) and MSW composition suggested in the National Solid Waste Planning (2000) [National Solid Waste Planning, 2000. Completion and particularization of Common Ministerial Act 113944//1944/1997: National Solid Waste Planning, June 2000]. The results of this survey are to be utilized by the regional solid waste authorities in order to establish an integrated waste treatment site, capable of fulfilling the regional waste management demands.
PMID:16289149	Karousou R, Koureas DN, Kokkini S	Phytochemistry. 66(22):2668-73	2005	Essential oil composition is related to the natural habitats: Coridothymus capitatus and Satureja thymbra in NATURA 2000 sites of Crete.	The study of essential oils obtained from Coridothymus capitatus and Satureja thymbra collected from different natural habitat types of 11 NATURA 2000 sites scattered all over Crete has shown that they are characterized either by a high amount of carvacrol (up to 75.7%) or thymol (up to 65.6%) or by a more or less equal amount of the two phenols. The results of a discriminant analysis with predefined groups the natural habitat types wherefrom the plants were collected have shown that the oils of both species collected from the dry dwarf-shrub formations of the lowland have a high carvacrol content whereas those collected from the more mesic timber or highland formations have a high thymol content. Furthermore, the results of this study introduce the use of natural habitat unit as a tool for the assessment of essential oil variation.
PMID:16328662	Polymenakou PN, Bertilsson S, Tselepides A, Stephanou EG	Microb Ecol. 50(3):447-62	2005	Bacterial community composition in different sediments from the Eastern Mediterranean Sea: a comparison of four 16S ribosomal DNA clone libraries.	The regional variability of sediment bacterial community composition and diversity was studied by comparative analysis of four large 16S ribosomal DNA (rDNA) clone libraries from sediments in different regions of the Eastern Mediterranean Sea (Thermaikos Gulf, Cretan Sea, and South lonian Sea). Amplified rDNA restriction analysis of 664 clones from the libraries indicate that the rDNA richness and evenness was high: for example, a near-1:1 relationship among screened clones and number of unique restriction patterns when up to 190 clones were screened for each library. Phylogenetic analysis of 207 bacterial 16S rDNA sequences from the sediment libraries demonstrated that Gamma-, Delta-, and Alphaproteobacteria, Holophaga/Acidobacteria, Planctomycetales, Actinobacteria, Bacteroidetes, and Verrucomicrobia were represented in all four libraries. A few clones also grouped with the Betaproteobacteria, Nitrospirae, Spirochaetales, Chlamydiae, Firmicutes, and candidate division OPl 1. The abundance of sequences affiliated with Gammaproteobacteria was higher in libraries from shallow sediments in the Thermaikos Gulf (30 m) and the Cretan Sea (100 m) compared to the deeper South Ionian station (2790 m). Most sequences in the four sediment libraries clustered with uncultured 16S rDNA phylotypes from marine habitats, and many of the closest matches were clones from hydrocarbon seeps, benzene-mineralizing consortia, sulfate reducers, sulk oxidizers, and ammonia oxidizers. LIBSHUFF statistics of 16S rDNA gene sequences from the four libraries revealed major differences, indicating either a very high richness in the sediment bacterial communities or considerable variability in bacterial community composition among regions, or both.
PMID:16917173	Rivera D, Obón C, Heinrich M, Inocencio C, Verde A, Fajardo J	Forum Nutr. 59:18-74	2006	Gathered Mediterranean food plants--ethnobotanical investigations and historical development. 	"The diversity of local Mediterranean food elements is not known in detail, but offers itself to search for new vegetables, salads, fruits and spices which could be used in to enrich diets outside their region of origin. Most amid those interesting local elements are edible wild plants and weeds. Ethnobotanical research has identified ca. 2,300 different plant and fungi taxa, which are gathered and consumed in the Mediterranean. Among these, &gt;1,000 are only consumed in one single zone, therefore are strictly local. The percentage of local gathered food plant (GFP) taxa (present in &lt;5 samples), is higher in the main centers of diversity at the periphery of the Mediterranean (Sahara, Alps, Caucasus, Canary Islands, the Levant). Islands (Sicily, Sardinia, Crete, Cyprus) also show a high proportion. Endemism of GFP taxa only accounts for a limited number of these 'ethnobotanical endemics' (only ca. 350 are endemic/ endangered species). On the other hand, only a few taxa--30 occurring in &gt;20 samples--are consumed in most of the Mediterranean. Most have been analyzed in the Local Food- Nutraceuticals project. The ca. 800 GFP taxa that occur in more than the 5% of localities show a geographical pattern that permits one to recognize seven geographical groups. These groups show relationships with types of Mediterranean diet and could also be related with human genetic polymorphism through long-term co-evolution in a geographical mosaic pattern."
PMID:17063665	Gonianakis M, Neonakis I, Gonianakis I, Baritaki M, Kypriotakis Z, Potamias G, Bouros D, Kontou-Fili K	Allergy Asthma Proc. 27(5):363-70	2006	A 10-year aerobiological study (1994-2003) in the Mediterranean island of Crete, Greece: grasses and other weeds, aerobiological data, and botanical and clinical correlations.	Grasses and weeds contain species that produce abundant pollen grains and have been implicated as causative agents in both asthma and allergic rhinitis. In this study, we present the pollen counts of allergenic grasses and weeds on the island of Crete and show their impact on allergic individuals. Heraklion is located at the center of the north shore of Crete and has been monitored with a Burkard 7-day volumetric spore trap since 1994, to determine the identity, concentration, and seasonal variation of airborne pollen grains. Data from 10 consecutive years were recorded, analyzed, and correlated to the growth of respective plants on this island. The island's vegetation and blossoming periods have been investigated by conducting field trips. In parallel, an atopic population of 576 individuals with a convincing history of allergic respiratory disease-rhinitis and/or asthma-was subjected to skin-prick tests with 50 common allergens. Quantitatively, there was a fair agreement between total pollen counts and positive skin-prick test frequencies for Parietaria (Urticaceae family). For the majority of the grass and weed genera, strongly positive skin test responses were observed frequently, despite rather low pollen counts.
PMID:17063666	Gonianakis MI, Baritaki MA, Neonakis IK, Gonianakis IM, Kypriotakis Z, Darivianaki E, Bouros D, Kontou-Filli K	Allergy Asthma Proc. 27(5):371-7	2006	A 10-year aerobiological study (1994-2003) in the Mediterranean island of Crete, Greece: trees, aerobiologic data, and botanical and clinical correlations.	Pollen grains from the plant cover of a given area participate largely in the composition of aeroflora (pollen and molds) of this area. Association of allergic respiratory disorders with concentration of allergenic particles in the atmosphere is well documented, and aerobiologic studies are of great relevance. A 10-year volumetric aerobiologic study was conducted in the city of Heraklion, located in the center of the north-shore of the island of Crete, Greece. Main allergenic families and genera encountered were, in descending order of frequency Oleaceae, Quercus, Platanaceae, Cupressaceae, Pinaceae, Populus, Moraceae, and Corylaceae. Concentrations noted for most of these aeroallergens were much lower than those reported from other European regions. In parallel, an atopic population of 576 individuals, exhibiting allergic symptoms mainly of the respiratory tract were subjected to a battery of skin-prick tests. A fair degree of agreement between total pollen counts and positive skin-prick test frequencies for the families of Oleaceae, Platanaceae, and Cupressaceae was noted. On the contrary a poor degree of concordance was noted for the rest of the families and genera.
PMID:17267986	Ntougias S, Fasseas C, Zervakis GI	Int J Syst Evol Microbiol. 57(Pt 2):398-404	2007	Olivibacter sitiensis gen. nov., sp. nov., isolated from alkaline olive-oil mill wastes in the region of Sitia, Crete. 	A novel, Gram-negative, non-motile, non-sporulating, rod-shaped bacterium isolated from a viscous two-phase olive-oil mill waste ('alpeorujo') is described. The strain, designated AW-6T, is an obligate aerobe, forming irregular, pigmented creamy white colonies. The pH and temperature ranges for growth were pH 5-8 and 5-45 degrees C, with optimal pH and temperature for growth of pH 6-7 and 28-32 degrees C, respectively. Strain AW-6T was chemo-organotrophic and utilized mostly D+ -glucose, protocatechuate and D+ -xylose, followed by L-cysteine, D- -fructose, D+ -galactose, L-histidine, lactose, sorbitol and sucrose. Menaquinone-7 was detected in the respiratory chain of strain AW-6T. The major fatty acids of strain AW-6T were C(16 : 1)omega7c and/or iso-C(15 : 0) 2-OH, iso-C(15 : 0), iso-C(17 : 0) 3-OH and C(16 : 0). The closest phylogenetic relative of strain AW-6T was clone BIti35 (89.7 % 16S rRNA gene sequence similarity), while Sphingobacterium thalpophilum DSM 11723T was the closest recognized relative within the Sphingobacteriaceae (88.2 % similarity). Strain AW-6T showed a low level of DNA-DNA relatedness to S. thalpophilum DSM 11723T (33.8-37.0 %). The DNA G+C content of strain AW-6T was 45.6 mol%. Physiological and chemotaxonomic data further confirmed the distinctiveness of strain AW-6T from members of the genera Sphingobacterium and Pedobacter. Thus, strain AW-6T is considered to represent a novel species of a new genus within the family Sphingobacteriaceae, for which the name Olivibacter sitiensis gen. nov., sp. nov. is proposed. The type strain is AW-6T =DSM 17696T=CECT 7133T).
PMID:17443965	Binladen J, Gilbert MT, Willerslev E	"Biol Lett. 3(1):55-6; discussion 60-3"	2007	800,000 year old mammoth DNA, modern elephant DNA or PCR artefact?	Poulakakis and colleagues (Poulakakis et al. 2006: Biol. Lett. 2, 451-454), report the recovery of 'authentic' mammoth DNA from an 800,000-year-old fragment of bone excavated on the island of Crete. In light of results from other ancient DNA studies that indicate how DNA survival is unlikely in samples, which are recovered from warm environments and are relatively old (e.g. more than 100,000 years), these findings come as a great surprise. Here, we show that problems exist with the methodological approaches used in the study. First, the nested PCR technique as reported is nonsensical--one of the second round 'nested' primers falls outside the amplicon of the first round PCR. More worryingly, the binding region of one of the first round primers (Elcytb320R) falls within the short 43 base pair reported mammoth sequence, specifically covering two of the three reportedly diagnostic Elephas polymorphisms. Finally, we demonstrate using a simple BLAST search in GenBank that the claimed 'uniquely derived character state' for mammoths is in fact also found within modern elephants.
PMID:17443966	Orlando L, Pagés M, Calvignac S, Hughes S, Hänni C	"Biol Lett. 3(1):57-9; discussion 60-3"	2007	Does the 43 bp sequence from an 800,000 year old cretan dwarf elephantid really rewrite the textbook on mammoths?	Pigmy elephants inhabited the islands from the Mediterranean region during the Pleistocene period but became extinct in the course of the Holocene. Despite striking distinctive anatomical characteristics related to insularity, some similarities with the lineage of extant Asian elephants have suggested that pigmy elephants could be most probably seen as members of the genus Elephas. Poulakakis et al (2006) have recently challenged this view by recovering a short mtDNA sequence from an 800 000 year old fossil of the Cretan pigmy elephant (Elephas creticus). According to the authors of this study, a deep taxonomic revision of Cretan dwarf elephants would be needed, as the sequence exhibits clear affinities with woolly mammoth haplotypes. However, we point here many aspects that seriously weaken the strength of the ancient DNA evidence reported.
PMID:17708223	Gómez-Díaz E, González-Solis J	Ecol Appl. 17(5):1484-98	2007	Geographic assignment of seabirds to their origin: combining morphologic, genetic, and biogeochemical analyses. 	Longline fisheries, oil spills, and offshore wind farms are some of the major threats increasing seabird mortality at sea, but the impact of these threats on specific populations has been difficult to determine so far. We tested the use of molecular markers, morphometric measures, and stable isotope (delta15N and delta13C) and trace element concentrations in the first primary feather (grown at the end of the breeding period) to assign the geographic origin of Calonectris shearwaters. Overall, we sampled birds from three taxa: 13 Mediterranean Cory's Shearwater (Calonectris diomedea diomedea) breeding sites, 10 Atlantic Cory's Shearwater (Calonectris diomedea borealis) breeding sites, and one Cape Verde Shearwater (C. edwardsii) breeding site. Assignment rates were investigated at three spatial scales: breeding colony, breeding archipelago, and taxa levels. Genetic analyses based on the mitochondrial control region (198 birds from 21 breeding colonies) correctly assigned 100% of birds to the three main taxa but failed in detecting geographic structuring at lower scales. Discriminant analyses based on trace elements composition achieved the best rate of correct assignment to colony (77.5%). Body measurements or stable isotopes mainly succeeded in assigning individuals among taxa (87.9% and 89.9%, respectively) but failed at the colony level (27.1% and 38.0%, respectively). Combining all three approaches (morphometrics, isotopes, and trace elements on 186 birds from 15 breeding colonies) substantially improved correct classifications (86.0%, 90.7%, and 100% among colonies, archipelagos, and taxa, respectively). Validations using two independent data sets and jackknife cross-validation confirmed the robustness of the combined approach in the colony assignment (62.5%, 58.8%, and 69.8% for each validation test, respectively). A preliminary application of the discriminant model based on stable isotope delta15N and delta13C values and trace elements (219 birds from 17 breeding sites) showed that 41 Cory's Shearwaters caught by western Mediterranean long-liners came mainly from breeding colonies in Menorca (48.8%), Ibiza (14.6%), and Crete (31.7%). Our findings show that combining analyses of trace elements and stable isotopes on feathers can achieve high rates of correct geographic assignment of birds in the marine environment, opening new prospects for the study of seabird mortality at sea.
PMID:17956541	Edh K, Widén B, Ceplitis A	Mol Ecol. 16(23):4972-83	2007	Nuclear and chloroplast microsatellites reveal extreme population differentiation and limited gene flow in the Aegean endemic Brassica cretica (Brassicaceae). 	Nuclear and chloroplast microsatellite markers were used to study population structure and gene flow among seven Cretan populations of the Aegean endemic plant species Brassica cretica (Brassicaceae). Both nuclear and chloroplast markers revealed exceptionally high levels of population differentiation (overall F(ST)=0.628 and 1.000, respectively) and relatively little within-population diversity (overall H(S)=0.211 and 0.000, respectively). Maximum-likelihood estimates of directional migration rates were low among all pairs of populations (average Nm=0.286). There was no evidence that differences in flower colour between populations had any influence on historical levels of gene flow. In addition, a haplotype network showed that all five chloroplast haplotypes found in the sample were closely related. Together, these results suggest that current patterns of diversification in B. cretica are mainly a result of genetic drift during the last half million years. The main conclusions from the present study are consistent with the prevailing hypothesis that plant diversification in the Aegean region is driven by random rather than adaptive differentiation among isolated populations.
PMID:18178889	Stamati F, Nikolaidis N, Dimitriou E, Koussouris T	J Environ Qual. 37(1):164-73	2008	Hydro-geochemical aspects of Mediterranean temporary ponds in western Crete. 	The hydrologic and geochemical conditions that prevail in Mediterranean temporary ponds (MTPs), create a unique environment for many rare and endangered species. Mediterranean temporary ponds are habitats of high ecological value, which are vulnerable to imminent climatic changes, as well as to human activities. This article examines the hydrology and the nitrogen and phosphorous geochemical cycles of four MTPs in Crete. Field and laboratory studies provided the necessary information for the development of a conceptual understanding of the hydrologic and biogeochemical processes that affect the fate of nitrogen and phosphorous in these MTPs. Their hydrology was driven by deposition, infiltration, and evaporation. The hydroperiod of the ponds varied between 40 and 160 d. Mineralization and nutrient release capacity experiments illustrated the significant role that MTP sediments played in enhancing the geochemistry of the aqueous phase. Such ecosystem functions (i.e., mineralization, nutrient release) exhibited high variability among MTPs necessitating site-specific studies with immediate implications to management. It is very important to understand the local hydrogeochemical and climatic conditions to ensure appropriate environmental measures for their management and conservation.
PMID:18284763	Milbrath LR, Deloach CJ, Tracy JL	Environ Entomol. 36(6):1356-64	2007	Overwintering survival, phenology, voltinism, and reproduction among different populations of the leaf beetle Diorhabda elongata (Coleoptera: Chrysomelidae). 	"The classical biological control program for exotic saltcedars (various Tamarix species and hybrids) has involved the assessment of different populations of the leaf beetle Diorhabda elongata (Brullé) s.l. that are promising for release in areas of North America that are located south of 37 degrees N latitude. We report here the overwintering survival, phenology, and voltinism of four D. elongata populations (Tunisia, Crete, Uzbekistan, and Turpan) in eastcentral Texas. In addition, we studied their developmental and reproductive biology, which also included the previously released population from Fukang, China. Overwintering survival of the adult beetles of the Crete and Tunisia populations was 90-99 and 75%, respectively. The Uzbekistan and Turpan beetles had &lt;31% overwintering survival. All D. elongata populations began ovipositing in late March. The Turpan beetle may produce three summer generations and ceased oviposition by September. The Crete beetle produced four summer generations plus a partial fifth generation and ceased ovipositing by mid-October. Both the Tunisia and Uzbekistan beetles produced five summer generations plus an unsuccessful partial sixth generation; oviposition extended into late November. Larval development and survival were generally similar among D. elongata populations. The Turpan and Fukang beetles had a shorter preoviposition period and produced more but smaller egg masses than the other beetle populations. However, this did not alter a female's lifetime fecundity and generally did not affect the innate capacity for increase compared with other populations. The Crete beetle seems to be the most promising for release in central Texas and points further south."
